Rk,Team,Year,G,MP,W,L,WIN%,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Champion,Division,MVP
6,Portland Trail Blazers*,2019,82,242.1,53,29,0.646341463,42.3,90.6,0.467,11,30.7,0.359,31.3,59.8,0.523,19,23.3,0.814,11.8,36.2,48,23,6.7,5,13.8,20.4,114.7,,Northwest Division,
19,Sacramento Kings,2019,82,240.6,39,43,0.475609756,43.2,93.1,0.464,11.3,29.9,0.378,31.9,63.2,0.504,16.5,22.7,0.726,11,34.4,45.4,25.4,8.3,4.4,13.4,21.4,114.2,,Pacific Division,
13,San Antonio Spurs*,2019,82,241.5,48,34,0.585365854,42.3,88.4,0.478,9.9,25.3,0.392,32.4,63.1,0.513,17.2,21,0.819,9.2,35.5,44.7,24.5,6.1,4.7,12.1,18.1,111.7,,Southwest Division,
2,Toronto Raptors*,2019,82,242.4,58,24,0.707317073,42.2,89.1,0.474,12.4,33.8,0.366,29.8,55.3,0.539,17.7,22,0.804,9.6,35.6,45.2,25.4,8.3,5.3,14,21,114.4,Yes,Atlantic Division,
8,Utah Jazz*,2019,82,240.9,50,32,0.609756098,40.4,86.4,0.468,12.1,34,0.356,28.3,52.4,0.541,18.8,25.5,0.736,10,36.4,46.4,26,8.1,5.9,15.1,21.1,111.7,,Northwest Division,
25,Washington Wizards,2019,82,243,32,50,0.390243902,42.1,90.1,0.468,11.3,33.3,0.341,30.8,56.8,0.543,18.4,23.9,0.768,9.7,32.7,42.4,26.3,8.3,4.6,14.1,20.7,114,,Southeast Division,
27,Atlanta Hawks,2018,82,240.3,24,58,0.292682927,38.2,85.5,0.446,11.2,31,0.36,27,54.5,0.495,15.8,20.2,0.785,9.1,32.8,41.9,23.7,7.8,4.2,15.6,19.6,103.4,,Southeast Division,
4,Boston Celtics*,2018,82,241.5,55,27,0.670731707,38.3,85.1,0.45,11.5,30.4,0.377,26.9,54.7,0.491,16,20.7,0.771,9.4,35.1,44.5,22.5,7.4,4.5,14,19.7,104,,Atlantic Division,
23,Brooklyn Nets,2018,82,242.1,28,54,0.341463415,38.2,86.8,0.441,12.7,35.7,0.356,25.5,51.1,0.5,17.4,22.6,0.772,9.7,34.8,44.4,23.7,6.2,4.8,15.2,20.6,106.6,,Atlantic Division,
20,Charlotte Hornets,2018,82,241.2,36,46,0.43902439,39,86.7,0.45,10,27.2,0.369,28.9,59.4,0.487,20.2,27,0.747,10.1,35.4,45.5,21.6,6.8,4.5,12.7,17.2,108.2,,Southeast Division,
24,Chicago Bulls,2018,82,242.1,27,55,0.329268293,38.7,88.8,0.435,11,31.1,0.355,27.6,57.8,0.478,14.6,19.2,0.759,9.6,35,44.7,23.5,7.6,3.5,14,19.2,102.9,,Central Division,
6,Cleveland Cavaliers*,2018,82,240.6,50,32,0.609756098,40.4,84.8,0.476,12,32.1,0.372,28.4,52.6,0.54,18.1,23.3,0.779,8.5,33.7,42.1,23.4,7.1,3.8,13.7,18.6,110.9,,Central Division,
28,Dallas Mavericks,2018,82,241.5,24,58,0.292682927,38.1,85.9,0.444,11.8,32.8,0.36,26.4,53.1,0.496,14.2,18.7,0.763,8.1,33.1,41.3,22.7,7,3.8,12.3,19.2,102.3,,Southwest Division,
14,Denver Nuggets,2018,82,242.4,46,36,0.56097561,40.7,86.6,0.47,11.5,30.9,0.371,29.2,55.7,0.525,17.1,22.3,0.767,11,33.5,44.5,25.1,7.6,4.9,15,18.7,110,,Northwest Division,
19,Detroit Pistons,2018,82,241.5,39,43,0.475609756,39.1,86.9,0.45,10.8,28.9,0.373,28.3,58,0.488,14.7,19.8,0.745,10.1,33.6,43.7,22.8,7.7,3.9,13.5,18.4,103.8,,Central Division,
3,Golden State Warriors*,2018,82,240.6,58,24,0.707317073,42.8,85.1,0.503,11.3,28.9,0.391,31.5,56.2,0.56,16.6,20.3,0.815,8.4,35.1,43.5,29.3,8,7.5,15.5,19.6,113.5,Yes,Pacific Division,
1,Houston Rockets*,2018,82,240.9,65,17,0.792682927,38.7,84.2,0.46,15.3,42.3,0.362,23.4,41.9,0.558,19.6,25.1,0.781,9,34.5,43.5,21.5,8.5,4.8,13.8,19.5,112.4,,Southwest Division,Yes
8,Indiana Pacers*,2018,82,240.9,48,34,0.585365854,40.8,86.4,0.472,9,24.5,0.369,31.8,61.9,0.513,14.9,19.2,0.779,9.6,32.7,42.3,22.2,8.8,4.1,13.3,18.8,105.6,,Central Division,
,League Average,2018,82,241.4,,,#DIV/0!,39.6,86.1,0.46,10.5,29,0.362,29.1,57.1,0.51,16.6,21.7,0.767,9.7,33.8,43.5,23.2,7.7,4.8,14.3,19.9,106.3,,,
18,Los Angeles Clippers,2018,82,240.3,42,40,0.512195122,40.3,85.4,0.471,9.5,26.8,0.354,30.8,58.6,0.525,19,25.5,0.743,10.1,33.7,43.9,22.3,7.7,4.5,14.7,20,109,,Pacific Division,
21,Los Angeles Lakers,2018,82,242.7,35,47,0.426829268,40.7,88.4,0.461,10,29.1,0.345,30.7,59.3,0.517,16.6,23.3,0.714,10.7,35.7,46.4,23.8,7.7,4.7,15.8,21.2,108.1,,Pacific Division,
29,Memphis Grizzlies,2018,82,240.3,22,60,0.268292683,36.7,82.8,0.444,9.2,26.2,0.352,27.5,56.5,0.486,16.6,21.1,0.786,9.5,31,40.5,21.5,7.5,4.8,15,23.2,99.3,,Southwest Division,
15,Miami Heat*,2018,82,243,44,38,0.536585366,38.8,85.3,0.455,11,30.6,0.36,27.8,54.8,0.508,14.7,19.5,0.755,9.3,34.2,43.5,22.7,7.6,5.3,14.4,20.1,103.4,,Southeast Division,
16,Milwaukee Bucks*,2018,82,241.8,44,38,0.536585366,39.7,83,0.478,8.8,24.7,0.355,31,58.3,0.531,18.3,23.4,0.783,8.4,31.5,39.8,23.2,8.8,5.4,13.8,21.4,106.5,,Central Division,
12,Minnesota Timberwolves*,2018,82,241.5,47,35,0.573170732,41,86.1,0.476,8,22.5,0.357,33,63.6,0.519,19.4,24.1,0.804,10.3,31.6,42,22.7,8.4,4.2,12.5,18.2,109.5,,Northwest Division,
9,New Orleans Pelicans*,2018,82,243.4,48,34,0.585365854,42.7,88.3,0.483,10.2,28.2,0.362,32.5,60.1,0.54,16.1,20.9,0.772,8.7,35.7,44.3,26.8,8,5.9,14.9,19.1,111.7,,Southwest Division,
22,New York Knicks,2018,82,241.8,29,53,0.353658537,40.7,87.7,0.464,8.2,23.3,0.352,32.5,64.4,0.504,14.9,19,0.787,10.5,33.6,44,23.3,6.7,5.1,14.7,20.5,104.5,,Atlantic Division,
10,Oklahoma City Thunder*,2018,82,241.8,48,34,0.585365854,39.9,88.1,0.453,10.7,30.4,0.354,29.1,57.7,0.505,17.3,24.2,0.716,12.5,32.6,45.1,21.3,9.1,5,14,20.2,107.9,,Northwest Division,
26,Orlando Magic,2018,82,240.6,25,57,0.304878049,38.8,85.9,0.452,10.3,29.3,0.351,28.5,56.5,0.504,15.5,20.5,0.757,8.8,32.8,41.6,23.4,7.6,4.9,14.5,19.3,103.4,,Southeast Division,
5,Philadelphia 76ers*,2018,82,241.2,52,30,0.634146341,40.8,86.6,0.472,11,29.8,0.369,29.9,56.7,0.526,17.1,22.8,0.752,10.9,36.5,47.4,27.1,8.3,5.1,16.5,22.1,109.8,,Atlantic Division,
30,Phoenix Suns,2018,82,240.3,21,61,0.256097561,38.5,87.1,0.442,9.3,27.9,0.334,29.1,59.2,0.492,17.7,23.9,0.741,10.3,33.9,44.1,21.3,6.9,4.5,15.7,22,103.9,,Pacific Division,
7,Portland Trail Blazers*,2018,82,240.9,49,33,0.597560976,39.3,87,0.452,10.3,28.1,0.366,29,58.8,0.493,16.7,20.9,0.8,10.2,35.3,45.5,19.5,7,5.2,13.5,19.5,105.6,,Northwest Division,
25,Sacramento Kings,2018,82,240.9,27,55,0.329268293,38.8,86.1,0.45,9,24,0.375,29.8,62.1,0.479,12.3,16.7,0.735,9.5,31.4,40.9,21.6,7.8,4.1,13.7,20,98.8,,Pacific Division,
13,San Antonio Spurs*,2018,82,240.6,47,35,0.573170732,39,85.4,0.457,8.5,24.1,0.352,30.6,61.2,0.499,16.1,20.9,0.772,10.4,33.9,44.2,22.8,7.7,5.6,13.1,17.2,102.7,,Southwest Division,
2,Toronto Raptors*,2018,82,241.8,59,23,0.719512195,41.3,87.4,0.472,11.8,33,0.358,29.5,54.4,0.541,17.3,21.8,0.794,9.8,34.2,44,24.3,7.6,6.1,13.4,21.7,111.7,,Atlantic Division,
11,Utah Jazz*,2018,82,240.9,48,34,0.585365854,38.3,82.9,0.462,10.8,29.6,0.366,27.5,53.3,0.515,16.8,21.5,0.779,9,34.2,43.3,22.4,8.6,5.1,14.7,19.6,104.1,,Northwest Division,
17,Washington Wizards*,2018,82,242.1,43,39,0.524390244,39.9,85.6,0.467,9.9,26.5,0.375,30,59.1,0.508,16.8,21.8,0.772,10,33.1,43.1,25.2,7.9,4.3,14.6,21.3,106.6,,Southeast Division,
11,Atlanta Hawks*,2017,82,242.4,43,39,0.524390244,38.1,84.4,0.451,8.9,26.1,0.341,29.2,58.3,0.501,18.1,24.9,0.728,10.3,34.1,44.3,23.6,8.2,4.8,15.8,18.2,103.2,,Southeast Division,
4,Boston Celtics*,2017,82,240.9,53,29,0.646341463,38.6,85.1,0.454,12,33.4,0.359,26.6,51.7,0.515,18.7,23.2,0.807,9.1,32.9,42,25.2,7.5,4.1,13.3,20.6,108,,Atlantic Division,
30,Brooklyn Nets,2017,82,240.9,20,62,0.243902439,37.8,85.2,0.444,10.7,31.6,0.338,27.1,53.6,0.506,19.4,24.6,0.788,8.8,35.1,43.9,21.4,7.2,4.7,16.5,21,105.8,,Atlantic Division,
20,Charlotte Hornets,2017,82,241.8,36,46,0.43902439,37.7,85.4,0.442,10,28.6,0.351,27.7,56.7,0.488,19.4,23.8,0.815,8.8,34.8,43.6,23.1,7,4.8,11.5,16.6,104.9,,Southeast Division,
15,Chicago Bulls*,2017,82,241.2,41,41,0.5,38.6,87.1,0.444,7.6,22.3,0.34,31,64.8,0.479,18,22.5,0.798,12.2,34.1,46.3,22.6,7.8,4.8,13.6,17.7,102.9,,Central Division,
5,Cleveland Cavaliers*,2017,82,242.4,51,31,0.62195122,39.9,84.9,0.47,13,33.9,0.384,26.9,51,0.528,17.5,23.3,0.748,9.3,34.4,43.7,22.7,6.6,4,13.7,18.1,110.3,,Central Division,
22,Dallas Mavericks,2017,82,241.2,33,49,0.402439024,36.2,82.3,0.44,10.7,30.2,0.355,25.5,52.2,0.489,14.8,18.5,0.801,7.9,30.7,38.6,20.8,7.5,3.7,11.9,19.1,97.9,,Southwest Division,
18,Denver Nuggets,2017,82,240.9,40,42,0.487804878,41.2,87.7,0.469,10.6,28.8,0.368,30.6,58.9,0.519,18.7,24.2,0.774,11.8,34.6,46.4,25.3,6.9,3.9,15,19.1,111.7,,Northwest Division,
19,Detroit Pistons,2017,82,241.5,37,45,0.451219512,39.9,88.8,0.449,7.7,23.4,0.33,32.2,65.5,0.492,13.9,19.3,0.719,11.1,34.6,45.7,21.1,7,3.8,11.9,17.9,101.3,,Central Division,
1,Golden State Warriors*,2017,82,241.2,67,15,0.817073171,43.1,87.1,0.495,12,31.2,0.383,31.1,55.8,0.557,17.8,22.6,0.788,9.4,35,44.4,30.4,9.6,6.8,14.8,19.3,115.9,Yes,Pacific Division,
3,Houston Rockets*,2017,82,241.2,55,27,0.670731707,40.3,87.2,0.462,14.4,40.3,0.357,25.9,46.9,0.552,20.3,26.5,0.766,10.9,33.5,44.4,25.2,8.2,4.3,15.1,19.9,115.3,,Southwest Division,
13,Indiana Pacers*,2017,82,242.1,42,40,0.512195122,39.3,84.5,0.465,8.6,23,0.376,30.6,61.5,0.498,17.9,22.1,0.81,9,33,42,22.5,8.2,5,13.8,19.5,105.1,,Central Division,
,League Average,2017,82,241.6,,,#DIV/0!,39,85.4,0.457,9.7,27,0.358,29.4,58.4,0.503,17.8,23.1,0.772,10.1,33.4,43.5,22.6,7.7,4.7,14,19.9,105,,,
6,Los Angeles Clippers*,2017,82,240.9,51,31,0.62195122,39.5,83.2,0.475,10.3,27.4,0.375,29.3,55.8,0.525,19.3,26,0.745,9,34,43,22.5,7.5,4.2,13,19.8,108.7,,Pacific Division,
28,Los Angeles Lakers,2017,82,240.3,26,56,0.317073171,39.3,87.4,0.45,8.9,25.7,0.346,30.4,61.6,0.493,17,22.6,0.754,11.4,32.1,43.5,20.9,8.2,3.9,15.2,20.7,104.6,,Pacific Division,
12,Memphis Grizzlies*,2017,82,242.7,43,39,0.524390244,36.4,83.6,0.435,9.4,26.5,0.354,27,57.1,0.473,18.3,23.4,0.784,10.8,32,42.8,21.3,8,4.2,12.9,22.4,100.5,,Southwest Division,
17,Miami Heat,2017,82,241.2,41,41,0.5,39,85.8,0.455,9.9,27,0.365,29.2,58.8,0.496,15.2,21.6,0.706,10.6,33,43.6,21.2,7.2,5.7,13.4,20.5,103.2,,Southeast Division,
14,Milwaukee Bucks*,2017,82,241.2,42,40,0.512195122,38.8,81.9,0.474,8.8,23.7,0.37,30,58.2,0.516,17.2,22.4,0.768,8.8,31.6,40.4,24.2,8.1,5.3,14,20.2,103.6,,Central Division,
24,Minnesota Timberwolves,2017,82,241.5,31,51,0.37804878,39.5,84.4,0.467,7.3,21,0.349,32.1,63.4,0.507,19.3,24.2,0.799,11.4,31,42.4,23.7,8,4.5,14,20.1,105.6,,Northwest Division,
21,New Orleans Pelicans,2017,82,242.7,34,48,0.414634146,39.1,87,0.45,9.4,26.8,0.35,29.8,60.2,0.495,16.7,22.3,0.75,8.6,35.1,43.7,22.8,7.8,5.5,12.9,18.2,104.3,,Southwest Division,
25,New York Knicks,2017,82,242.1,31,51,0.37804878,39.6,88.5,0.447,8.6,24.7,0.348,31,63.8,0.485,16.6,21.1,0.788,12,33.2,45.2,21.8,7.1,5.5,13.9,20.3,104.3,,Atlantic Division,
10,Oklahoma City Thunder*,2017,82,241.5,47,35,0.573170732,39.5,87.4,0.452,8.4,25.8,0.327,31,61.6,0.504,19.2,25.8,0.745,12.2,34.4,46.6,21,7.9,5,15,20.9,106.6,,Northwest Division,Yes
26,Orlando Magic,2017,82,241.5,29,53,0.353658537,38.3,87,0.44,8.5,26.1,0.328,29.7,60.9,0.488,16,21.4,0.747,9.8,33.3,43.2,22.2,7.1,4.8,13.3,19.3,101.1,,Southeast Division,
27,Philadelphia 76ers,2017,82,241.8,28,54,0.341463415,37.7,85.3,0.442,10.1,29.8,0.34,27.5,55.5,0.496,17,22,0.771,9.8,33,42.8,23.8,8.4,5.1,16.7,21.9,102.4,,Atlantic Division,
29,Phoenix Suns,2017,82,241.8,24,58,0.292682927,39.9,88.5,0.45,7.5,22.6,0.332,32.4,65.9,0.491,20.4,26.3,0.776,11.9,33.1,45,19.6,8.2,4.9,15.4,24.8,107.7,,Pacific Division,
16,Portland Trail Blazers*,2017,82,243,41,41,0.5,39.5,86.1,0.459,10.4,27.7,0.375,29.2,58.4,0.499,18.5,23.7,0.78,10.1,33.5,43.7,21.1,7,5,13.7,21.2,107.9,,Northwest Division,
23,Sacramento Kings,2017,82,242.4,32,50,0.390243902,37.9,82.1,0.461,9,23.9,0.376,28.9,58.2,0.496,18.1,23.3,0.775,8.7,32.3,41.1,22.5,7.6,4,14.6,20.3,102.8,,Pacific Division,
2,San Antonio Spurs*,2017,82,241.5,61,21,0.743902439,39.3,83.7,0.469,9.2,23.5,0.391,30.1,60.2,0.5,17.6,22,0.797,10,33.9,43.9,23.8,8,5.9,13.4,18.3,105.3,,Southwest Division,
7,Toronto Raptors*,2017,82,241.2,51,31,0.62195122,39.2,84.4,0.464,8.8,24.3,0.363,30.3,60,0.505,19.7,24.7,0.796,10.6,32.6,43.3,18.5,8.3,4.9,12.7,20.8,106.9,,Atlantic Division,
8,Utah Jazz*,2017,82,240.9,51,31,0.62195122,37,79.5,0.466,9.6,26,0.372,27.3,53.5,0.511,17.1,22.9,0.747,9.4,33.8,43.2,20.1,6.7,5,13.6,18.8,100.7,,Northwest Division,
9,Washington Wizards*,2017,82,242.1,49,33,0.597560976,41.3,87,0.475,9.2,24.8,0.372,32.1,62.3,0.515,17.3,22.1,0.784,10.3,32.6,42.9,23.9,8.5,4.1,14.2,21.3,109.2,,Southeast Division,
7,Atlanta Hawks*,2016,82,241.8,48,34,0.585365854,38.6,84.4,0.458,9.9,28.4,0.35,28.7,56.1,0.512,15.6,20,0.783,8.3,33.8,42.1,25.6,9.1,5.9,15,19.1,102.8,,Southeast Division,
8,Boston Celtics*,2016,82,241.2,48,34,0.585365854,39.2,89.2,0.439,8.7,26.1,0.335,30.5,63.1,0.483,18.5,23.5,0.788,11.6,33.3,44.9,24.2,9.2,4.2,13.7,21.9,105.7,,Atlantic Division,
28,Brooklyn Nets,2016,82,240.9,21,61,0.256097561,38.2,84.4,0.453,6.5,18.4,0.352,31.8,66,0.481,15.7,20.7,0.757,10.5,31.9,42.4,22.3,7.6,4,14.8,18,98.6,,Atlantic Division,
9,Charlotte Hornets*,2016,82,242.1,48,34,0.585365854,37,84.4,0.439,10.6,29.4,0.362,26.4,55,0.479,18.7,23.7,0.79,9,35,43.9,21.7,7.3,5.3,12.6,18.1,103.4,,Southeast Division,
16,Chicago Bulls,2016,82,242.7,42,40,0.512195122,38.6,87.4,0.441,7.9,21.4,0.371,30.7,66.1,0.464,16.5,21,0.787,11.1,35.2,46.3,22.8,6,5.7,13.9,18.8,101.6,,Central Division,
3,Cleveland Cavaliers*,2016,82,242.1,57,25,0.695121951,38.7,84,0.46,10.7,29.6,0.362,27.9,54.4,0.514,16.3,21.7,0.748,10.6,33.9,44.5,22.7,6.7,3.9,13.6,20.3,104.3,Yes,Central Division,
14,Dallas Mavericks*,2016,82,244,42,40,0.512195122,37.4,84.1,0.444,9.8,28.6,0.344,27.5,55.6,0.495,17.7,22.3,0.794,9.2,33.9,43.1,22.1,6.8,3.7,12.8,19.5,102.3,,Southwest Division,
21,Denver Nuggets,2016,82,241.8,33,49,0.402439024,37.7,85.4,0.442,8,23.7,0.338,29.7,61.7,0.482,18.5,24.1,0.766,11.5,33.1,44.6,22.7,7.4,4.8,14.7,21,101.9,,Northwest Division,
12,Detroit Pistons*,2016,82,242.4,44,38,0.536585366,37.9,86.4,0.439,9,26.2,0.345,28.9,60.2,0.48,17.1,25.5,0.668,12.5,33.9,46.3,19.4,7,3.7,13.5,19,102,,Central Division,
1,Golden State Warriors*,2016,82,242.4,73,9,0.890243902,42.5,87.3,0.487,13.1,31.6,0.416,29.4,55.7,0.528,16.7,21.8,0.763,10,36.2,46.2,28.9,8.4,6.1,15.2,20.7,114.9,,Pacific Division,Yes
17,Houston Rockets*,2016,82,241.8,41,41,0.5,37.7,83.5,0.452,10.7,30.9,0.347,27,52.6,0.514,20.4,29.4,0.694,11.3,31.7,43.1,22.2,10,5.2,15.9,21.8,106.5,,Southwest Division,
11,Indiana Pacers*,2016,82,242.4,45,37,0.548780488,38.3,85.2,0.45,8.1,23,0.351,30.2,62.1,0.486,17.4,22.8,0.764,10.3,33.9,44.2,21.2,9,4.8,14.9,20,102.2,,Central Division,
,League Average,2016,82,241.8,,,#DIV/0!,38.2,84.6,0.452,8.5,24.1,0.354,29.7,60.5,0.491,17.7,23.4,0.757,10.4,33.3,43.8,22.3,7.8,5,14.4,20.3,102.7,,,
