Rk,Team,Year,G,MP,W,L,WIN%,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Champion,Division,MVP
17,Charlotte Hornets,2022,82,242.4,43,39,0.524390244,42.8,91.4,0.468,13.9,38.2,0.365,28.8,53.3,0.542,15.8,21.4,0.74,10.8,33.7,44.6,28.1,8.6,4.9,13.3,19.9,115.3,,Southeast Division,
12,Chicago Bulls*,2022,82,240.6,46,36,0.56097561,41.7,86.9,0.48,10.6,28.8,0.369,31.1,58.1,0.535,17.5,21.5,0.813,8.7,33.7,42.3,23.9,7.1,4.1,12.8,18.8,111.6,,Central Division,
15,Cleveland Cavaliers,2022,82,240.6,44,38,0.536585366,39.7,84.6,0.469,11.6,32.8,0.355,28.1,51.9,0.541,16.8,22.1,0.76,10.2,34,44.2,25.2,7.1,4.2,14.4,17.5,107.8,,Central Division,
5,Dallas Mavericks*,2022,82,240.9,52,30,0.634146341,39.3,85.1,0.461,13.1,37.4,0.35,26.2,47.8,0.548,16.4,21.2,0.771,9.3,33.8,43,23.4,6.7,4,12.5,19.7,108,,Southwest Division,
10,Denver Nuggets*,2022,82,241.5,48,34,0.585365854,41.7,86.3,0.483,12.7,35.9,0.353,29,50.4,0.575,16.7,21,0.795,9.2,34.9,44.1,27.8,7.2,3.7,14.5,20,112.7,,Northwest Division,Yes
28,Detroit Pistons,2022,82,241.2,23,59,0.280487805,38.2,88.6,0.431,11.3,34.6,0.326,26.9,54,0.498,17.2,22,0.782,11,32,43,23.5,7.7,4.8,14.2,21.9,104.8,,Central Division,
3,Golden State Warriors*,2022,82,240.6,53,29,0.646341463,40.5,86.4,0.469,14.3,39.4,0.364,26.2,47,0.557,15.6,20.3,0.769,9.8,35.7,45.5,27.1,8.8,4.5,14.9,21,111,Yes,Pacific Division,
30,Houston Rockets,2022,82,240.9,20,62,0.243902439,39.4,86.4,0.456,13.5,38.7,0.349,25.9,47.7,0.543,17.5,24.5,0.713,9.6,32.4,42,23.6,7.3,4.7,16.5,20.6,109.7,,Southwest Division,
26,Indiana Pacers,2022,82,242.4,25,57,0.304878049,41.4,89.5,0.463,12.2,35.4,0.344,29.3,54.1,0.541,16.4,21.4,0.768,11.3,32.6,43.9,25.4,7.1,5.6,14.4,20.4,111.5,,Central Division,
,League Average,2022,82,241.4,,,#DIV/0!,40.6,88.1,0.461,12.4,35.2,0.354,28.2,52.9,0.533,16.9,21.9,0.775,10.3,34.1,44.5,24.6,7.6,4.7,13.8,19.6,110.6,,,
18,Los Angeles Clippers,2022,82,241.2,42,40,0.512195122,40.1,87.4,0.458,12.8,34.2,0.374,27.3,53.3,0.512,15.5,19.6,0.793,9.1,34.9,44,24,7.4,5,13.7,18.6,108.4,,Pacific Division,
23,Los Angeles Lakers,2022,82,243.7,33,49,0.402439024,41.6,88.8,0.469,12,34.5,0.347,29.7,54.3,0.546,16.8,23,0.732,9.5,34.5,44,24,7.6,5.2,14.5,20.2,112.1,,Pacific Division,
2,Memphis Grizzlies*,2022,82,241.2,56,26,0.682926829,43.5,94.4,0.461,11.5,32.7,0.353,32,61.7,0.519,17,23.1,0.734,14.1,35,49.2,26,9.8,6.5,13.2,19.8,115.6,,Southwest Division,
4,Miami Heat*,2022,82,242.1,53,29,0.646341463,39.6,84.8,0.467,13.6,35.8,0.379,26,49,0.531,17.3,21.4,0.808,9.8,33.9,43.7,25.5,7.4,3.2,14.6,20.5,110,,Southeast Division,
7,Milwaukee Bucks*,2022,82,240.9,51,31,0.62195122,41.8,89.4,0.468,14.1,38.4,0.366,27.8,51,0.544,17.8,22.9,0.776,10.2,36.5,46.7,23.9,7.6,4,13.4,18.2,115.5,,Central Division,
13,Minnesota Timberwolves*,2022,82,241.2,46,36,0.56097561,41.6,91,0.457,14.8,41.3,0.358,26.8,49.7,0.54,18,23.1,0.778,11.2,32.9,44.2,25.7,8.8,5.6,14.3,21.8,115.9,,Northwest Division,
20,New Orleans Pelicans*,2022,82,240.9,36,46,0.43902439,40.2,88,0.457,10.6,32.1,0.332,29.5,55.9,0.528,18.3,23.2,0.789,12,33.2,45.2,25,8.3,4,14.1,19.7,109.3,,Southwest Division,
19,New York Knicks,2022,82,241.2,37,45,0.451219512,37.7,86.2,0.437,13.2,36.9,0.357,24.5,49.3,0.497,18,24.1,0.744,11.5,34.6,46.1,21.9,7,4.9,13.3,20.4,106.5,,Atlantic Division,
27,Oklahoma City Thunder,2022,82,241.5,24,58,0.292682927,38.3,89.1,0.43,12.1,37.4,0.323,26.2,51.8,0.507,15,19.9,0.756,10.4,35.2,45.6,22.2,7.6,4.6,14,18.3,103.7,,Northwest Division,
29,Orlando Magic,2022,82,241.2,22,60,0.268292683,38.3,88.3,0.434,12.2,36.9,0.331,26.1,51.4,0.507,15.5,19.7,0.787,9.1,35.2,44.3,23.7,6.8,4.5,14.5,19.7,104.2,,Southeast Division,
8,Philadelphia 76ers*,2022,82,241.5,51,31,0.62195122,39.4,84.5,0.466,11.6,31.8,0.364,27.8,52.7,0.527,19.6,23.8,0.821,8.5,33.8,42.3,23.7,7.7,5.3,12.5,19.4,109.9,,Atlantic Division,
1,Phoenix Suns*,2022,82,240.6,64,18,0.780487805,43.7,90.1,0.485,11.6,31.9,0.364,32.1,58.2,0.551,15.9,19.9,0.797,9.8,35.5,45.3,27.4,8.6,4.4,12.9,19.9,114.8,,Pacific Division,
25,Portland Trail Blazers,2022,82,240.6,27,55,0.329268293,38.5,87.1,0.442,12.7,36.8,0.346,25.8,50.3,0.513,16.4,21.6,0.76,10.4,32.5,42.9,22.9,8,4.5,14.5,21.1,106.2,,Northwest Division,
24,Sacramento Kings,2022,82,241.5,30,52,0.365853659,40.5,88.1,0.46,11.4,33.2,0.344,29.1,54.9,0.53,17.9,23.3,0.768,9.6,33.4,42.9,23.7,7.2,4.5,14.1,18.9,110.3,,Pacific Division,
22,San Antonio Spurs,2022,82,241.5,34,48,0.414634146,43.2,92.7,0.467,11.3,32,0.352,32,60.7,0.527,15.4,20.4,0.754,11,34.3,45.3,27.9,7.6,4.9,12.7,18.1,113.2,,Southwest Division,
11,Toronto Raptors*,2022,82,242.1,48,34,0.585365854,40.6,91.3,0.445,11.9,34.2,0.349,28.7,57.1,0.503,16.2,21.3,0.759,13.4,32,45.3,22.1,9,4.6,12.5,19.6,109.4,,Atlantic Division,
9,Utah Jazz*,2022,82,240.6,49,33,0.597560976,40.6,86.2,0.471,14.5,40.3,0.36,26,45.8,0.568,17.9,23.4,0.767,10.8,35.6,46.3,22.4,7.2,4.9,14,18.9,113.6,,Northwest Division,
21,Washington Wizards,2022,82,241.8,35,47,0.426829268,40.6,86,0.472,10.5,30.6,0.342,30.1,55.4,0.543,17,21.7,0.783,9,34.1,43.1,25,6.4,5,13.1,18.8,108.6,,Southeast Division,
11,Atlanta Hawks*,2021,72,241.7,41,31,0.569444444,40.8,87.2,0.468,12.4,33.4,0.373,28.4,53.9,0.526,19.7,24.2,0.812,10.6,35.1,45.6,24.1,7,4.8,13.2,19.3,113.7,,Southeast Division,
16,Boston Celtics*,2021,72,241.4,36,36,0.5,41.5,88.9,0.466,13.6,36.4,0.374,27.9,52.5,0.53,16.1,20.8,0.775,10.6,33.6,44.3,23.5,7.7,5.3,14.1,20.4,112.6,,Atlantic Division,
4,Brooklyn Nets*,2021,72,241.7,48,24,0.666666667,43.1,87.3,0.494,14.2,36.1,0.392,29,51.2,0.565,18.1,22.5,0.804,8.9,35.5,44.4,26.8,6.7,5.3,13.5,19,118.6,,Atlantic Division,
19,Charlotte Hornets,2021,72,241,33,39,0.458333333,39.9,87.8,0.455,13.7,37,0.369,26.3,50.8,0.517,15.9,20.9,0.761,10.6,33.2,43.8,26.8,7.8,4.8,14.8,18,109.5,,Southeast Division,
21,Chicago Bulls,2021,72,241.4,31,41,0.430555556,42.2,88.6,0.476,12.6,34,0.37,29.6,54.6,0.542,13.8,17.5,0.791,9.6,35.3,45,26.8,6.7,4.2,15.1,18.9,110.7,,Central Division,
26,Cleveland Cavaliers,2021,72,242.1,22,50,0.305555556,38.6,85.8,0.45,10,29.7,0.336,28.6,56,0.51,16.7,22.4,0.743,10.4,32.3,42.8,23.8,7.8,4.5,15.5,18.2,103.8,,Central Division,
8,Dallas Mavericks*,2021,72,240.3,42,30,0.583333333,41.1,87.3,0.47,13.8,38.1,0.362,27.3,49.2,0.554,16.5,21.2,0.778,9.1,34.2,43.3,22.9,6.3,4.3,12.1,19.4,112.4,,Southwest Division,
5,Denver Nuggets*,2021,72,242.8,47,25,0.652777778,43.3,89.2,0.485,12.9,34.2,0.377,30.4,55,0.552,15.7,19.5,0.803,10.5,33.9,44.4,26.8,8.1,4.5,13.5,19.1,115.1,,Northwest Division,Yes
29,Detroit Pistons,2021,72,242.1,20,52,0.277777778,38.7,85.6,0.452,11.6,32.9,0.351,27.1,52.7,0.515,17.8,23.4,0.759,9.6,33.1,42.7,24.2,7.4,5.2,14.9,20.5,106.6,,Central Division,
14,Golden State Warriors,2021,72,240.3,39,33,0.541666667,41.3,88.2,0.468,14.6,38.7,0.376,26.7,49.4,0.541,16.6,21.1,0.785,8,35.1,43,27.7,8.2,4.8,15,21.2,113.7,,Pacific Division,
30,Houston Rockets,2021,72,240.3,17,55,0.236111111,39.3,88.5,0.444,13.8,40.6,0.339,25.5,47.9,0.532,16.5,22.3,0.74,9.3,33.3,42.6,23.6,7.6,5,14.7,19.5,108.8,,Southwest Division,
18,Indiana Pacers,2021,72,242.4,34,38,0.472222222,43.3,91.2,0.474,12.3,34,0.364,30.9,57.3,0.54,16.4,20.7,0.792,9,33.7,42.7,27.4,8.5,6.4,13.5,20.2,115.3,,Central Division,
,League Average,2021,72,241.4,,,#DIV/0!,41.2,88.4,0.466,12.7,34.6,0.367,28.5,53.8,0.53,17,21.8,0.778,9.8,34.5,44.3,24.8,7.6,4.9,13.8,19.3,112.1,,,
6,Los Angeles Clippers*,2021,72,240,47,25,0.652777778,41.8,86.7,0.482,14.3,34.7,0.411,27.5,52,0.529,16.2,19.3,0.839,9.4,34.7,44.2,24.4,7.1,4.1,13.2,19.2,114,,Pacific Division,
9,Los Angeles Lakers*,2021,72,242.4,42,30,0.583333333,40.6,86.1,0.472,11.1,31.2,0.354,29.6,54.8,0.539,17.2,23.3,0.739,9.7,34.6,44.2,24.7,7.8,5.4,15.2,19.1,109.5,,Pacific Division,
15,Memphis Grizzlies*,2021,72,241.7,38,34,0.527777778,42.8,91.8,0.467,11.2,31.4,0.356,31.7,60.4,0.525,16.4,21.3,0.771,11.2,35.3,46.5,26.9,9.1,5.1,13.3,18.7,113.3,,Southwest Division,
13,Miami Heat*,2021,72,241.4,40,32,0.555555556,39.2,83.7,0.468,12.9,36.2,0.358,26.3,47.5,0.553,16.7,21.1,0.79,8,33.5,41.5,26.3,7.9,4,14.1,18.9,108.1,,Southeast Division,
7,Milwaukee Bucks*,2021,72,240.7,46,26,0.638888889,44.7,91.8,0.487,14.4,37.1,0.389,30.3,54.7,0.554,16.2,21.4,0.76,10.3,37.8,48.1,25.5,8.1,4.6,13.8,17.3,120.1,Yes,Central Division,
25,Minnesota Timberwolves,2021,72,241.7,23,49,0.319444444,40.7,90.9,0.448,13.1,37.6,0.349,27.6,53.3,0.518,17.6,23.1,0.761,10.5,33,43.5,25.6,8.8,5.5,14.3,20.9,112.1,,Northwest Division,
22,New Orleans Pelicans,2021,72,242.1,31,41,0.430555556,42.5,89.1,0.477,10.6,30.4,0.348,31.9,58.6,0.544,19,26.1,0.729,11.7,35.7,47.4,26,7.6,4.4,14.6,18,114.6,,Southwest Division,
12,New York Knicks*,2021,72,242.1,41,31,0.569444444,39.4,86.5,0.456,11.8,30,0.392,27.7,56.4,0.49,16.4,20.9,0.784,9.7,35.5,45.1,21.4,7,5.1,12.9,20.5,107,,Atlantic Division,
27,Oklahoma City Thunder,2021,72,241,22,50,0.305555556,38.8,88,0.441,11.9,35.1,0.339,26.9,52.9,0.509,15.5,21.3,0.725,9.9,35.7,45.6,22.1,7,4.4,16.1,18.1,105,,Northwest Division,
28,Orlando Magic,2021,72,240.7,21,51,0.291666667,38.3,89.2,0.429,10.9,31.8,0.343,27.4,57.4,0.476,16.6,21.4,0.775,10.4,35.1,45.4,21.8,6.9,4.4,12.8,17.2,104,,Southeast Division,
3,Philadelphia 76ers*,2021,72,242.1,49,23,0.680555556,41.4,86.9,0.476,11.3,30.1,0.374,30.1,56.8,0.531,19.6,25.5,0.767,10,35,45.1,23.7,9.1,6.2,14.4,20.2,113.6,,Atlantic Division,
2,Phoenix Suns*,2021,72,242.8,51,21,0.708333333,43.3,88.3,0.49,13.1,34.6,0.378,30.3,53.7,0.563,15.6,18.7,0.834,8.8,34.2,42.9,26.9,7.2,4.3,12.5,19.1,115.3,,Pacific Division,
10,Portland Trail Blazers*,2021,72,240.3,42,30,0.583333333,41.3,91.1,0.453,15.7,40.8,0.385,25.6,50.3,0.509,17.8,21.6,0.823,10.6,33.9,44.5,21.3,6.9,5,11.1,18.9,116.1,,Northwest Division,
23,Sacramento Kings,2021,72,240.3,31,41,0.430555556,42.6,88.6,0.481,12.1,33.3,0.364,30.5,55.3,0.551,16.4,22,0.745,9.4,32,41.4,25.5,7.5,5,13.4,19.4,113.7,,Pacific Division,
20,San Antonio Spurs,2021,72,242.8,33,39,0.458333333,41.9,90.5,0.462,9.9,28.4,0.35,31.9,62.1,0.514,17.4,22,0.792,9.3,34.6,43.9,24.4,7,5.1,11.4,18,111.1,,Southwest Division,
24,Toronto Raptors,2021,72,240.3,27,45,0.375,39.7,88.7,0.448,14.5,39.3,0.368,25.3,49.3,0.512,17.4,21.3,0.815,9.4,32.1,41.6,24.1,8.6,5.4,13.2,21.2,111.3,,Atlantic Division,
1,Utah Jazz*,2021,72,241,52,20,0.722222222,41.3,88.1,0.468,16.7,43,0.389,24.5,45.1,0.544,17.2,21.5,0.799,10.6,37.6,48.3,23.7,6.6,5.2,14.2,18.5,116.4,,Northwest Division,
17,Washington Wizards*,2021,72,241.7,34,38,0.472222222,43.2,90.9,0.475,10.2,29,0.351,33,61.9,0.533,20.1,26.2,0.769,9.7,35.5,45.2,25.5,7.3,4.1,14.4,21.6,116.6,,Southeast Division,
26,Atlanta Hawks,2020,67,243,20,47,0.298507463,40.6,90.6,0.449,12,36.1,0.333,28.6,54.5,0.525,18.5,23.4,0.79,9.9,33.4,43.3,24,7.8,5.1,16.2,23.1,111.8,,Southeast Division,
5,Boston Celtics*,2020,72,242.1,48,24,0.666666667,41.3,89.6,0.461,12.6,34.5,0.364,28.7,55,0.522,18.6,23.2,0.801,10.7,35.4,46.1,23,8.3,5.6,13.8,21.6,113.7,,Atlantic Division,
14,Brooklyn Nets*,2020,72,242.8,35,37,0.486111111,40.4,90.3,0.448,13.1,38.1,0.343,27.3,52.1,0.524,17.9,24.1,0.745,10.6,37.3,47.9,24.5,6.4,4.5,15.3,21,111.8,,Atlantic Division,
23,Charlotte Hornets,2020,65,242.3,23,42,0.353846154,37.3,85.9,0.434,12.1,34.3,0.352,25.2,51.6,0.489,16.2,21.6,0.748,11,31.8,42.8,23.8,6.6,4.1,14.6,18.8,102.9,,Southeast Division,
24,Chicago Bulls,2020,65,241.2,22,43,0.338461538,39.6,88.6,0.447,12.2,35.1,0.348,27.4,53.5,0.511,15.5,20.5,0.755,10.5,31.4,41.9,23.2,10,4.1,15.5,21.8,106.8,,Central Division,
28,Cleveland Cavaliers,2020,65,241.9,19,46,0.292307692,40.3,87.9,0.458,11.2,31.8,0.351,29.1,56.1,0.519,15.1,19.9,0.758,10.8,33.4,44.2,23.1,6.9,3.2,16.5,18.3,106.9,,Central Division,
12,Dallas Mavericks*,2020,75,242.3,43,32,0.573333333,41.7,90.3,0.461,15.1,41.3,0.367,26.5,49,0.541,18.6,23.8,0.779,10.5,36.4,46.9,24.7,6.1,4.8,12.7,19.5,117,,Southwest Division,
6,Denver Nuggets*,2020,73,243.1,46,27,0.630136986,42,88.9,0.473,11,30.6,0.359,31.1,58.3,0.533,16.2,20.9,0.777,10.8,33.4,44.1,26.7,8,4.6,13.8,20.3,111.3,,Northwest Division,
27,Detroit Pistons,2020,66,241.9,20,46,0.303030303,39.3,85.7,0.459,12,32.7,0.367,27.3,53,0.515,16.6,22.4,0.743,9.8,32,41.7,24.1,7.4,4.5,15.3,19.7,107.2,,Central Division,
30,Golden State Warriors,2020,65,241.9,15,50,0.230769231,38.6,88.2,0.438,10.4,31.3,0.334,28.2,56.9,0.495,18.7,23.2,0.803,10,32.9,42.8,25.6,8.2,4.6,14.9,20.1,106.3,,Pacific Division,
8,Houston Rockets*,2020,72,241.4,44,28,0.611111111,40.8,90.4,0.451,15.6,45.3,0.345,25.1,45.2,0.557,20.6,26.1,0.791,9.8,34.5,44.3,21.6,8.7,5.2,14.7,21.8,117.8,,Southwest Division,
7,Indiana Pacers*,2020,73,241.4,45,28,0.616438356,42.1,88.5,0.476,10.2,28,0.363,31.9,60.4,0.529,15,19.1,0.787,8.7,34.1,42.8,25.9,7.4,5.2,13.2,19.8,109.4,,Central Division,
,League Average,2020,71,241.8,,,#DIV/0!,40.9,88.8,0.46,12.2,34.1,0.358,28.7,54.7,0.524,17.9,23.1,0.773,10.1,34.8,44.8,24.4,7.6,4.9,14.5,20.8,111.8,,,
4,Los Angeles Clippers*,2020,72,241.4,49,23,0.680555556,41.6,89.2,0.466,12.4,33.5,0.371,29.1,55.8,0.522,20.8,26.3,0.791,10.7,37,47.7,23.7,7.1,4.7,14.6,22.1,116.3,,Pacific Division,
3,Los Angeles Lakers*,2020,71,240.7,52,19,0.732394366,42.3,88.3,0.48,11,31.6,0.349,31.3,56.7,0.552,17.7,24.3,0.729,10.7,35.1,45.7,25.4,8.6,6.6,15.2,20.7,113.4,Yes,Pacific Division,
16,Memphis Grizzlies,2020,73,240.7,34,39,0.465753425,42.5,90.9,0.468,10.9,31.5,0.347,31.6,59.4,0.532,16.6,21.8,0.763,10.3,36.2,46.5,26.9,7.9,5.5,15.2,21.2,112.6,,Southwest Division,
9,Miami Heat*,2020,73,243.1,44,29,0.602739726,39.5,84.4,0.468,13.4,35.4,0.379,26,49,0.532,19.7,25.2,0.783,8.5,35.9,44.4,25.9,7.5,4.5,14.9,20.6,112,,Southeast Division,
1,Milwaukee Bucks*,2020,73,241,56,17,0.767123288,43.3,90.9,0.476,13.8,38.9,0.355,29.5,52,0.567,18.3,24.7,0.742,9.5,42.2,51.7,25.9,7.2,5.9,15.1,19.6,118.7,,Central Division,Yes
29,Minnesota Timberwolves,2020,64,243.1,19,45,0.296875,40.4,91.6,0.441,13.3,39.7,0.336,27.1,52,0.521,19.1,25.4,0.753,10.5,34.3,44.8,23.8,8.7,5.7,15.3,21.4,113.3,,Northwest Division,
21,New Orleans Pelicans,2020,72,242.1,30,42,0.416666667,42.6,91.6,0.465,13.6,36.9,0.37,28.9,54.8,0.528,17.1,23.4,0.729,11.1,35.4,46.5,26.8,7.5,5,16.4,21.2,115.8,,Southwest Division,
25,New York Knicks,2020,66,241.9,21,45,0.318181818,40,89.3,0.447,9.6,28.4,0.337,30.4,61,0.499,16.3,23.5,0.694,12,34.5,46.5,22.1,7.6,4.7,14.3,22.2,105.8,,Atlantic Division,
10,Oklahoma City Thunder*,2020,72,242.1,44,28,0.611111111,40,85.5,0.468,10.7,30.2,0.355,29.3,55.3,0.529,19.8,24.8,0.796,8.2,34.7,42.9,21.7,7.6,4.9,13.7,19.3,110.4,,Northwest Division,
18,Orlando Magic*,2020,73,240.7,33,40,0.452054795,39.3,88.6,0.444,11.1,32.2,0.343,28.3,56.4,0.502,17.6,22.7,0.774,10.3,34.2,44.5,23.9,8.2,5.4,12.8,18.3,107.3,,Southeast Division,
13,Philadelphia 76ers*,2020,73,241,43,30,0.589041096,41.1,87.9,0.468,11.6,31.6,0.368,29.5,56.3,0.524,16.9,22.4,0.755,10.5,35,45.4,25.8,8,5.3,14.2,20.9,110.7,,Atlantic Division,
17,Phoenix Suns,2020,73,241,34,39,0.465753425,41.2,88.1,0.468,11.4,31.8,0.358,29.8,56.3,0.529,19.9,23.8,0.834,9.8,33.8,43.5,27.2,7.7,4,14.8,22,113.6,,Pacific Division,
15,Portland Trail Blazers*,2020,74,241,35,39,0.472972973,42.2,91.2,0.463,12.9,34.1,0.377,29.3,57.1,0.514,17.7,22.1,0.804,10.2,35.1,45.3,20.6,6.3,6.1,12.8,21.7,115,,Northwest Division,
20,Sacramento Kings,2020,72,242.4,31,41,0.430555556,40.9,88.4,0.462,12.7,34.9,0.364,28.2,53.5,0.527,15.7,20.3,0.77,9.7,32.9,42.6,23.8,7.7,4.1,14.5,22.2,110.1,,Pacific Division,
19,San Antonio Spurs,2020,71,242.5,32,39,0.450704225,42.2,89.4,0.472,10.7,28.5,0.376,31.5,61,0.516,19,23.4,0.81,9,35.6,44.6,24.7,7.3,5.5,12.6,19.4,114.1,,Southwest Division,
2,Toronto Raptors*,2020,72,241.4,53,19,0.736111111,40.2,87.9,0.458,13.8,37,0.374,26.4,50.9,0.519,18.5,23.2,0.796,9.5,35.9,45.4,25.2,8.8,5,14.8,21.7,112.8,,Atlantic Division,
11,Utah Jazz*,2020,72,241,44,28,0.611111111,40.1,85.1,0.471,13.4,35.2,0.38,26.7,49.9,0.535,17.8,22.8,0.779,9.1,35.8,44.9,22.4,6.1,4.1,15.1,20.4,111.3,,Northwest Division,
22,Washington Wizards,2020,72,241,25,47,0.347222222,41.5,90.9,0.457,12,32.6,0.368,29.5,58.3,0.506,19.4,24.6,0.788,10.2,31.9,42,25,8,4.3,14.2,22.7,114.4,,Southeast Division,
26,Atlanta Hawks,2019,82,242.1,29,53,0.353658537,41.4,91.8,0.451,13,37,0.352,28.4,54.8,0.518,17.6,23.4,0.752,11.6,34.5,46.1,25.8,8.2,5.1,17,23.6,113.3,,Southeast Division,
9,Boston Celtics*,2019,82,241.2,49,33,0.597560976,42.1,90.5,0.465,12.6,34.5,0.365,29.5,56,0.527,15.6,19.5,0.802,9.8,34.7,44.5,26.3,8.6,5.3,12.8,20.4,112.4,,Atlantic Division,
14,Brooklyn Nets*,2019,82,243.7,42,40,0.512195122,40.3,89.7,0.449,12.8,36.2,0.353,27.5,53.6,0.513,19,25.5,0.745,11,35.6,46.6,23.8,6.6,4.1,15.1,21.5,112.2,,Atlantic Division,
17,Charlotte Hornets,2019,82,241.8,39,43,0.475609756,40.2,89.8,0.448,11.9,33.9,0.351,28.3,55.8,0.507,18.4,23.1,0.797,9.9,33.9,43.8,23.2,7.2,4.9,12.2,18.9,110.7,,Southeast Division,
27,Chicago Bulls,2019,82,242.7,22,60,0.268292683,39.8,87.9,0.453,9.1,25.9,0.351,30.7,62,0.496,16.2,20.7,0.783,8.8,34.1,42.9,21.9,7.4,4.3,14.1,20.3,104.9,,Central Division,
28,Cleveland Cavaliers,2019,82,240.9,19,63,0.231707317,38.9,87.6,0.444,10.3,29.1,0.355,28.6,58.5,0.488,16.4,20.7,0.792,10.7,31.9,42.7,20.7,6.5,2.4,13.5,20,104.5,,Central Division,
22,Dallas Mavericks,2019,82,241.2,33,49,0.402439024,38.8,86.9,0.447,12.5,36.6,0.34,26.3,50.2,0.524,18.8,25.3,0.742,10.1,35.2,45.3,23.4,6.5,4.3,14.2,20.1,108.9,,Southwest Division,
4,Denver Nuggets*,2019,82,240.6,54,28,0.658536585,41.9,90,0.466,11,31.4,0.351,30.9,58.7,0.527,15.8,20.9,0.755,11.9,34.5,46.4,27.4,7.7,4.4,13.4,20,110.7,,Northwest Division,
16,Detroit Pistons*,2019,82,242.1,41,41,0.5,38.8,88.3,0.44,12.1,34.8,0.348,26.7,53.5,0.5,17.3,23.1,0.747,11.4,33.6,45,22.5,6.9,4,13.8,22.1,107,,Central Division,
3,Golden State Warriors*,2019,82,241.5,57,25,0.695121951,44,89.8,0.491,13.3,34.4,0.385,30.8,55.3,0.557,16.3,20.4,0.801,9.7,36.5,46.2,29.4,7.6,6.4,14.3,21.4,117.7,,Pacific Division,
5,Houston Rockets*,2019,82,241.8,53,29,0.646341463,39.2,87.4,0.449,16.1,45.4,0.356,23.1,42,0.551,19.3,24.4,0.791,10.2,31.9,42.1,21.2,8.5,4.9,13.3,22,113.9,,Southwest Division,
11,Indiana Pacers*,2019,82,240.3,48,34,0.585365854,41.3,87,0.475,9.5,25.4,0.374,31.8,61.6,0.517,15.8,21.1,0.752,9.3,33.7,43,26,8.7,4.9,13.7,19.4,108,,Central Division,
,League Average,2019,82,241.6,,,#DIV/0!,41.1,89.2,0.461,11.4,32,0.355,29.7,57.2,0.52,17.7,23.1,0.766,10.3,34.8,45.2,24.6,7.6,5,14.1,20.9,111.2,,,
12,Los Angeles Clippers*,2019,82,241.8,48,34,0.585365854,41.3,87.5,0.471,10,25.8,0.388,31.3,61.7,0.507,22.6,28.5,0.792,9.7,35.8,45.5,24,6.8,4.7,14.5,23.3,115.1,,Pacific Division,
20,Los Angeles Lakers,2019,82,241.2,37,45,0.451219512,42.6,90.5,0.47,10.3,31,0.333,32.2,59.6,0.541,16.3,23.3,0.699,10.2,36.4,46.6,25.6,7.5,5.4,15.7,20.7,111.8,,Pacific Division,
23,Memphis Grizzlies,2019,82,242.4,33,49,0.402439024,38,84.4,0.45,9.9,28.9,0.342,28.1,55.6,0.505,17.7,23,0.772,8.8,33,41.8,23.9,8.3,5.5,14,22,103.5,,Southwest Division,
18,Miami Heat,2019,82,240.6,39,43,0.475609756,39.6,88,0.45,11.3,32.4,0.349,28.3,55.6,0.509,15.1,21.7,0.695,11.2,35.1,46.3,24.3,7.6,5.5,14.7,20.9,105.7,,Southeast Division,
1,Milwaukee Bucks*,2019,82,241.2,60,22,0.731707317,43.4,91.1,0.476,13.5,38.2,0.353,29.9,52.9,0.565,17.9,23.2,0.773,9.3,40.4,49.7,26,7.5,5.9,13.9,19.6,118.1,,Central Division,Yes
21,Minnesota Timberwolves,2019,82,241.8,36,46,0.43902439,41.6,91.3,0.456,10.1,28.7,0.351,31.5,62.5,0.504,19.1,24.3,0.787,11.3,33.5,44.8,24.6,8.3,5,13.1,20.3,112.5,,Northwest Division,
24,New Orleans Pelicans,2019,82,240.9,33,49,0.402439024,43.7,92.2,0.473,10.3,29.9,0.344,33.4,62.4,0.536,17.8,23.4,0.761,11.1,36.2,47.3,27,7.4,5.4,14.8,21.1,115.4,,Southwest Division,
30,New York Knicks,2019,82,241.2,17,65,0.207317073,38.2,88.3,0.433,10,29.5,0.34,28.2,58.8,0.479,18.1,23.9,0.759,10.5,34.3,44.7,20.1,6.8,5.1,14,20.9,104.6,,Atlantic Division,
10,Oklahoma City Thunder*,2019,82,242.1,49,33,0.597560976,42.6,94,0.454,11.4,32.6,0.348,31.3,61.3,0.51,17.8,25,0.713,12.6,35.5,48.1,23.4,9.3,5.2,14,22.4,114.5,,Northwest Division,
15,Orlando Magic*,2019,82,241.2,42,40,0.512195122,40.4,89.1,0.454,11.4,32.1,0.356,29,57,0.509,15,19.2,0.782,10,35.4,45.4,25.5,6.6,5.4,13.2,18.6,107.3,,Southeast Division,
7,Philadelphia 76ers*,2019,82,241.5,51,31,0.62195122,41.5,88.2,0.471,10.8,30.2,0.359,30.7,58,0.529,21.2,27.5,0.771,10.9,36.9,47.8,26.9,7.4,5.3,14.9,21.3,115.2,,Atlantic Division,
29,Phoenix Suns,2019,82,242.4,19,63,0.231707317,40.1,87.4,0.459,9.6,29.3,0.329,30.5,58.1,0.525,17.6,22.7,0.779,9.1,31.3,40.4,23.9,9,5.1,15.6,23.6,107.5,,Pacific Division,
